M;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74
0;34;34;34;34;34;34;34;34;34;24;24;24;24;24;24;24;24;24;24;39;39;39;39;39;39;39;39;39;39;25;25;25;25;25;25;25;25;25;25;21;21;21;21;21;21;21;21;21;21;37;37;37;37;37;37;37;37;37;37
1;34;34;34;34;34;34;34;34;34;38;38;38;38;38;38;38;38;38;38;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;37;37;37;37;37;37;37;37;37;37
1.025;38;38;38;38;38;38;38;38;38;42;42;42;42;42;42;42;42;42;42;43;43;43;43;43;43;43;43;43;43;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;42;42;42;42;42;42;42;42;42;42
1.050;38;38;38;38;38;38;38;38;38;43;43;43;43;43;43;43;43;43;43;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;42;42;42;42;42;42;42;42;42;42
1.075;39;39;39;39;39;39;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;44;44;44;44;44;44;44;44;44;44
1.100;40;40;40;40;40;40;40;40;40;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;46;46;46;46;46;46;46;46;46;46;47;47;47;47;47;47;47;47;47;47;45;45;45;45;45;45;45;45;45;45
1.125;40;40;40;40;40;40;40;40;40;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;47;47;47;47;47;47;47;47;47;47
1.150;41;41;41;41;41;41;41;41;41;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;48;48;48;48;48;48;48;48;48;48
1.175;42;42;42;42;42;42;42;42;42;48;48;48;48;48;48;48;48;48;48;49;49;49;49;49;49;49;49;49;49;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
1.200;43;43;43;43;43;43;43;43;43;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;51;51;51;51;51;51;51;51;51;51;52;52;52;52;52;52;52;52;52;52;51;51;51;51;51;51;51;51;51;51
1.225;44;44;44;44;44;44;44;44;44;52;52;52;52;52;52;52;52;52;52;51;51;51;51;51;51;51;51;51;51;52;52;52;52;52;52;52;52;52;52;53;53;53;53;53;53;53;53;53;53;52;52;52;52;52;52;52;52;52;52
1.250;45;45;45;45;45;45;45;45;45;52;52;52;52;52;52;52;52;52;52;51;51;51;51;51;51;51;51;51;51;52;52;52;52;52;52;52;52;52;52;54;54;54;54;54;54;54;54;54;54;53;53;53;53;53;53;53;53;53;53
1.275;45;45;45;45;45;45;45;45;45;53;53;53;53;53;53;53;53;53;53;52;52;52;52;52;52;52;52;52;52;53;53;53;53;53;53;53;53;53;53;55;55;55;55;55;55;55;55;55;55;54;54;54;54;54;54;54;54;54;54
