Summe;M;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74
0;0,00;28;28;28;28;28;28;28;28;28;24;24;24;24;24;24;24;24;24;24;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;21;21;21;21;21;21;21;21;21;21;24;24;24;24;24;24;24;24;24;24
1;0,01;28;28;28;28;28;28;28;28;28;29;29;29;29;29;29;29;29;29;29;25;25;25;25;25;25;25;25;25;25;29;29;29;29;29;29;29;29;29;29;25;25;25;25;25;25;25;25;25;25;24;24;24;24;24;24;24;24;24;24
2;0,02;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;29;29;29;29;29;29;29;29;29;29;31;31;31;31;31;31;31;31;31;31;28;28;28;28;28;28;28;28;28;28;29;29;29;29;29;29;29;29;29;29
3;0,03;32;32;32;32;32;32;32;32;32;31;31;31;31;31;31;31;31;31;31;33;33;33;33;33;33;33;33;33;33;32;32;32;32;32;32;32;32;32;32;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
4;0,04;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;35;35;35;35;35;35;35;35;35;35;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;33;33;33;33;33;33;33;33;33;33
5;0,06;32;32;32;32;32;32;32;32;32;34;34;34;34;34;34;34;34;34;34;36;36;36;36;36;36;36;36;36;36;35;35;35;35;35;35;35;35;35;35;36;36;36;36;36;36;36;36;36;36;35;35;35;35;35;35;35;35;35;35
6;0,07;33;33;33;33;33;33;33;33;33;36;36;36;36;36;36;36;36;36;36;37;37;37;37;37;37;37;37;37;37;36;36;36;36;36;36;36;36;36;36;37;37;37;37;37;37;37;37;37;37;36;36;36;36;36;36;36;36;36;36
7;0,08;34;34;34;34;34;34;34;34;34;38;38;38;38;38;38;38;38;38;38;39;39;39;39;39;39;39;39;39;39;37;37;37;37;37;37;37;37;37;37;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
8;0,09;36;36;36;36;36;36;36;36;36;39;39;39;39;39;39;39;39;39;39;40;40;40;40;40;40;40;40;40;40;39;39;39;39;39;39;39;39;39;39;40;40;40;40;40;40;40;40;40;40;39;39;39;39;39;39;39;39;39;39
9;0,10;37;37;37;37;37;37;37;37;37;39;39;39;39;39;39;39;39;39;39;41;41;41;41;41;41;41;41;41;41;40;40;40;40;40;40;40;40;40;40;41;41;41;41;41;41;41;41;41;41;40;40;40;40;40;40;40;40;40;40
10;0,11;38;38;38;38;38;38;38;38;38;40;40;40;40;40;40;40;40;40;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;41;41;41;41;41;41;41;41;41;41
11;0,12;39;39;39;39;39;39;39;39;39;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;43;43;43;43;43;43;43;43;43;43;42;42;42;42;42;42;42;42;42;42
12;0,13;39;39;39;39;39;39;39;39;39;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
13;0,14;40;40;40;40;40;40;40;40;40;43;43;43;43;43;43;43;43;43;43;44;44;44;44;44;44;44;44;44;44;43;43;43;43;43;43;43;43;43;43;44;44;44;44;44;44;44;44;44;44;43;43;43;43;43;43;43;43;43;43
14;0,16;40;40;40;40;40;40;40;40;40;44;44;44;44;44;44;44;44;44;44;45;45;45;45;45;45;45;45;45;45;44;44;44;44;44;44;44;44;44;44;45;45;45;45;45;45;45;45;45;45;44;44;44;44;44;44;44;44;44;44
15;0,17;40;40;40;40;40;40;40;40;40;44;44;44;44;44;44;44;44;44;44;46;46;46;46;46;46;46;46;46;46;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;44;44;44;44;44;44;44;44;44;44
16;0,18;41;41;41;41;41;41;41;41;41;45;45;45;45;45;45;45;45;45;45;47;47;47;47;47;47;47;47;47;47;45;45;45;45;45;45;45;45;45;45;46;46;46;46;46;46;46;46;46;46;45;45;45;45;45;45;45;45;45;45
17;0,19;41;41;41;41;41;41;41;41;41;45;45;45;45;45;45;45;45;45;45;48;48;48;48;48;48;48;48;48;48;46;46;46;46;46;46;46;46;46;46;47;47;47;47;47;47;47;47;47;47;45;45;45;45;45;45;45;45;45;45
18;0,20;42;42;42;42;42;42;42;42;42;46;46;46;46;46;46;46;46;46;46;48;48;48;48;48;48;48;48;48;48;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;46;46;46;46;46;46;46;46;46;46
19;0,21;42;42;42;42;42;42;42;42;42;46;46;46;46;46;46;46;46;46;46;49;49;49;49;49;49;49;49;49;49;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;46;46;46;46;46;46;46;46;46;46
20;0,22;42;42;42;42;42;42;42;42;42;47;47;47;47;47;47;47;47;47;47;49;49;49;49;49;49;49;49;49;49;48;48;48;48;48;48;48;48;48;48;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
21;0,23;43;43;43;43;43;43;43;43;43;48;48;48;48;48;48;48;48;48;48;49;49;49;49;49;49;49;49;49;49;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
22;0,24;43;43;43;43;43;43;43;43;43;48;48;48;48;48;48;48;48;48;48;50;50;50;50;50;50;50;50;50;50;49;49;49;49;49;49;49;49;49;49;48;48;48;48;48;48;48;48;48;48;49;49;49;49;49;49;49;49;49;49
23;0,26;43;43;43;43;43;43;43;43;43;49;49;49;49;49;49;49;49;49;49;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
24;0,27;43;43;43;43;43;43;43;43;43;49;49;49;49;49;49;49;49;49;49;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
25;0,28;43;43;43;43;43;43;43;43;43;50;50;50;50;50;50;50;50;50;50;51;51;51;51;51;51;51;51;51;51;50;50;50;50;50;50;50;50;50;50;49;49;49;49;49;49;49;49;49;49;50;50;50;50;50;50;50;50;50;50
