Summe;M;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74
0;0,00;39;39;39;39;39;39;39;39;39;41;41;41;41;41;41;41;41;41;41;43;43;43;43;43;43;43;43;43;43;42;42;42;42;42;42;42;42;42;42;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
1;0,10;46;46;46;46;46;46;46;46;46;49;49;49;49;49;49;49;49;49;49;53;53;53;53;53;53;53;53;53;53;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
2;0,20;50;50;50;50;50;50;50;50;50;53;53;53;53;53;53;53;53;53;53;57;57;57;57;57;57;57;57;57;57;55;55;55;55;55;55;55;55;55;55;54;54;54;54;54;54;54;54;54;54;55;55;55;55;55;55;55;55;55;55
3;0,30;53;53;53;53;53;53;53;53;53;57;57;57;57;57;57;57;57;57;57;60;60;60;60;60;60;60;60;60;60;58;58;58;58;58;58;58;58;58;58;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;58;58
4;0,40;55;55;55;55;55;55;55;55;55;61;61;61;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;62;60;60;60;60;60;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60
5;0,50;57;57;57;57;57;57;57;57;57;62;62;62;62;62;62;62;62;62;62;63;63;63;63;63;63;63;63;63;63;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;62
6;0,60;59;59;59;59;59;59;59;59;59;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;64
7;0,70;60;60;60;60;60;60;60;60;60;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;65;65;66;66;66;66;66;66;66;66;66;66
8;0,80;61;61;61;61;61;61;61;61;61;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;64;64;64;64;64;64;64;64;64;64;66;66;66;66;66;66;66;66;66;66;69;69;69;69;69;69;69;69;69;69
9;0,90;61;61;61;61;61;61;61;61;61;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;65;65;65;65;65;65;65;65;65;65;67;67;67;67;67;67;67;67;67;67;71;71;71;71;71;71;71;71;71;71
10;1,00;62;62;62;62;62;62;62;62;62;69;69;69;69;69;69;69;69;69;69;68;68;68;68;68;68;68;68;68;68;66;66;66;66;66;66;66;66;66;66;67;67;67;67;67;67;67;67;67;67;72;72;72;72;72;72;72;72;72;72
11;1,10;62;62;62;62;62;62;62;62;62;70;70;70;70;70;70;70;70;70;70;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;67;67;67;67;67;68;68;68;68;68;68;68;68;68;68;72;72;72;72;72;72;72;72;72;72
12;1,20;63;63;63;63;63;63;63;63;63;70;70;70;70;70;70;70;70;70;70;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;67;67;67;67;67;69;69;69;69;69;69;69;69;69;69;74;74;74;74;74;74;74;74;74;74
13;1,30;64;64;64;64;64;64;64;64;64;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;70;68;68;68;68;68;68;68;68;68;68;70;70;70;70;70;70;70;70;70;70;76;76;76;76;76;76;76;76;76;76
14;1,40;64;64;64;64;64;64;64;64;64;73;73;73;73;73;73;73;73;73;73;71;71;71;71;71;71;71;71;71;71;69;69;69;69;69;69;69;69;69;69;71;71;71;71;71;71;71;71;71;71;76;76;76;76;76;76;76;76;76;76
15;1,50;64;64;64;64;64;64;64;64;64;73;73;73;73;73;73;73;73;73;73;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;70;71;71;71;71;71;71;71;71;71;71;76;76;76;76;76;76;76;76;76;76
16;1,60;66;66;66;66;66;66;66;66;66;73;73;73;73;73;73;73;73;73;73;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;70;72;72;72;72;72;72;72;72;72;72;76;76;76;76;76;76;76;76;76;76
17;1,70;67;67;67;67;67;67;67;67;67;73;73;73;73;73;73;73;73;73;73;72;72;72;72;72;72;72;72;72;72;71;71;71;71;71;71;71;71;71;71;72;72;72;72;72;72;72;72;72;72;76;76;76;76;76;76;76;76;76;76
18;1,80;67;67;67;67;67;67;67;67;67;73;73;73;73;73;73;73;73;73;73;74;74;74;74;74;74;74;74;74;74;72;72;72;72;72;72;72;72;72;72;73;73;73;73;73;73;73;73;73;73;76;76;76;76;76;76;76;76;76;76
19;1,90;67;67;67;67;67;67;67;67;67;73;73;73;73;73;73;73;73;73;73;74;74;74;74;74;74;74;74;74;74;73;73;73;73;73;73;73;73;73;73;75;75;75;75;75;75;75;75;75;75;76;76;76;76;76;76;76;76;76;76
20;2,00;67;67;67;67;67;67;67;67;67;75;75;75;75;75;75;75;75;75;75;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;76;76;76;76;76;76;76;76;76;76;79;79;79;79;79;79;79;79;79;79
21;2,10;68;68;68;68;68;68;68;68;68;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;75;75;75;75;75;75;75;75;75;75;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
22;2,20;69;69;69;69;69;69;69;69;69;80;80;80;80;80;80;80;80;80;80;76;76;76;76;76;76;76;76;76;76;75;75;75;75;75;75;75;75;75;75;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
23;2,30;70;70;70;70;70;70;70;70;70;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;79;79;79;79;79;79;79;79;79;79;80;80;80;80;80;80;80;80;80;80
24;2,40;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
25;2,50;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
26;2,60;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
27;2,70;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
28;2,80;74;74;74;74;74;74;74;74;74;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
29;2,90;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;78;78;78;78;78;78;78;78;78;78;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
