35;55;55;55;55;55;55;55;55;55;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;58;58
36;55;55;55;55;55;55;55;55;55;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;58;58
37;56;56;56;56;56;56;56;56;56;58;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;58;58;58
38;56;56;56;56;56;56;56;56;56;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59
39;57;57;57;57;57;57;57;57;57;59;59;59;59;59;59;59;59;59;59;61;61;61;61;61;61;61;61;61;61;59;59;59;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;59;59;59
40;57;57;57;57;57;57;57;57;57;60;60;60;60;60;60;60;60;60;60;61;61;61;61;61;61;61;61;61;61;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60
41;57;57;57;57;57;57;57;57;57;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60
42;57;57;57;57;57;57;57;57;57;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60;61;61;61;61;61;61;61;61;61;61
43;57;57;57;57;57;57;57;57;57;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;61;61;61;61;61;61;61;61;61;61
44;57;57;57;57;57;57;57;57;57;64;64;64;64;64;64;64;64;64;64;62;62;62;62;62;62;62;62;62;62;60;60;60;60;60;60;60;60;60;60;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61
45;57;57;57;57;57;57;57;57;57;64;64;64;64;64;64;64;64;64;64;62;62;62;62;62;62;62;62;62;62;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;62
46;58;58;58;58;58;58;58;58;58;64;64;64;64;64;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;62
47;59;59;59;59;59;59;59;59;59;64;64;64;64;64;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;63;63;63;63;63;63;63;63;63;63
48;59;59;59;59;59;59;59;59;59;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;63;63;63;63;63;63;63;63;63;63
49;60;60;60;60;60;60;60;60;60;65;65;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64;64;64;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;63;63;63;63;63;63;63;63;63;63
50;60;60;60;60;60;60;60;60;60;66;66;66;66;66;66;66;66;66;66;64;64;64;64;64;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63
51;61;61;61;61;61;61;61;61;61;66;66;66;66;66;66;66;66;66;66;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;64
52;61;61;61;61;61;61;61;61;61;66;66;66;66;66;66;66;66;66;66;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;63;63;63;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;64
53;62;62;62;62;62;62;62;62;62;66;66;66;66;66;66;66;66;66;66;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;65;65
54;63;63;63;63;63;63;63;63;63;67;67;67;67;67;67;67;67;67;67;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;65;65
55;63;63;63;63;63;63;63;63;63;69;69;69;69;69;69;69;69;69;69;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;65;65;64;64;64;64;64;64;64;64;64;64;66;66;66;66;66;66;66;66;66;66
56;63;63;63;63;63;63;63;63;63;70;70;70;70;70;70;70;70;70;70;64;64;64;64;64;64;64;64;64;64;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;68;68;68;68;68;68;68;68;68;68
57;64;64;64;64;64;64;64;64;64;70;70;70;70;70;70;70;70;70;70;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;68;68;68;68;68;68;68;68;68;68
58;64;64;64;64;64;64;64;64;64;70;70;70;70;70;70;70;70;70;70;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;65;65;65;65;65;65;65;65;65;65;68;68;68;68;68;68;68;68;68;68
59;64;64;64;64;64;64;64;64;64;70;70;70;70;70;70;70;70;70;70;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;65;65;65;65;65;65;65;65;65;65;69;69;69;69;69;69;69;69;69;69
60;64;64;64;64;64;64;64;64;64;70;70;70;70;70;70;70;70;70;70;66;66;66;66;66;66;66;66;66;66;67;67;67;67;67;67;67;67;67;67;65;65;65;65;65;65;65;65;65;65;71;71;71;71;71;71;71;71;71;71
61;64;64;64;64;64;64;64;64;64;70;70;70;70;70;70;70;70;70;70;66;66;66;66;66;66;66;66;66;66;67;67;67;67;67;67;67;67;67;67;66;66;66;66;66;66;66;66;66;66;71;71;71;71;71;71;71;71;71;71
62;64;64;64;64;64;64;64;64;64;71;71;71;71;71;71;71;71;71;71;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;66;66;66;66;66;66;66;66;66;66;71;71;71;71;71;71;71;71;71;71
63;64;64;64;64;64;64;64;64;64;73;73;73;73;73;73;73;73;73;73;67;67;67;67;67;67;67;67;67;67;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;67;67;67;67;67;71;71;71;71;71;71;71;71;71;71
64;64;64;64;64;64;64;64;64;64;73;73;73;73;73;73;73;73;73;73;67;67;67;67;67;67;67;67;67;67;68;68;68;68;68;68;68;68;68;68;67;67;67;67;67;67;67;67;67;67;72;72;72;72;72;72;72;72;72;72
65;66;66;66;66;66;66;66;66;66;75;75;75;75;75;75;75;75;75;75;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;72;72;72;72;72;72;72;72;72;72
66;66;66;66;66;66;66;66;66;66;80;80;80;80;80;80;80;80;80;80;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;72;72;72;72;72;72;72;72;72;72
67;66;66;66;66;66;66;66;66;66;80;80;80;80;80;80;80;80;80;80;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;69;69;69;69;69;69;69;69;69;69;72;72;72;72;72;72;72;72;72;72
68;68;68;68;68;68;68;68;68;68;80;80;80;80;80;80;80;80;80;80;68;68;68;68;68;68;68;68;68;68;69;69;69;69;69;69;69;69;69;69;70;70;70;70;70;70;70;70;70;70;72;72;72;72;72;72;72;72;72;72
69;69;69;69;69;69;69;69;69;69;80;80;80;80;80;80;80;80;80;80;70;70;70;70;70;70;70;70;70;70;69;69;69;69;69;69;69;69;69;69;70;70;70;70;70;70;70;70;70;70;73;73;73;73;73;73;73;73;73;73
70;69;69;69;69;69;69;69;69;69;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;70;71;71;71;71;71;71;71;71;71;71;74;74;74;74;74;74;74;74;74;74
71;69;69;69;69;69;69;69;69;69;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;70;72;72;72;72;72;72;72;72;72;72;75;75;75;75;75;75;75;75;75;75
72;69;69;69;69;69;69;69;69;69;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;70;70;70;70;70;70;70;70;70;70;72;72;72;72;72;72;72;72;72;72;76;76;76;76;76;76;76;76;76;76
73;70;70;70;70;70;70;70;70;70;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;72;72;72;72;72;72;72;72;72;72;79;79;79;79;79;79;79;79;79;79
74;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80
75;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;73;73;73;73;73;73;73;73;73;73;72;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80
76;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80;71;71;71;71;71;71;71;71;71;71;73;73;73;73;73;73;73;73;73;73;72;72;72;72;72;72;72;72;72;72;80;80;80;80;80;80;80;80;80;80
77;74;74;74;74;74;74;74;74;74;80;80;80;80;80;80;80;80;80;80;72;72;72;72;72;72;72;72;72;72;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;80;80;80;80;80;80;80;80;80;80
78;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;73;73;73;73;73;73;73;73;73;73;74;74;74;74;74;74;74;74;74;74;80;80;80;80;80;80;80;80;80;80
79;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;73;73;73;73;73;73;73;73;73;73;74;74;74;74;74;74;74;74;74;74;80;80;80;80;80;80;80;80;80;80
80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;73;73;73;73;73;73;73;73;73;73;74;74;74;74;74;74;74;74;74;74;80;80;80;80;80;80;80;80;80;80
81;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;73;73;73;73;73;73;73;73;73;73;75;75;75;75;75;75;75;75;75;75;80;80;80;80;80;80;80;80;80;80
82;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;73;73;73;73;73;73;73;73;73;73;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
83;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;76;76;76;76;76;76;76;76;76;76;73;73;73;73;73;73;73;73;73;73;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
84;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;73;73;73;73;73;73;73;73;73;73;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
85;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;73;73;73;73;73;73;73;73;73;73;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
86;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;74;74;74;74;74;74;74;74;74;74;76;76;76;76;76;76;76;76;76;76;80;80;80;80;80;80;80;80;80;80
87;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;75;75;75;75;75;75;75;75;75;75;79;79;79;79;79;79;79;79;79;79;80;80;80;80;80;80;80;80;80;80
88;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;78;78;78;78;78;78;78;78;78;78;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
89;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
90;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80
