M;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74
0;31;31;31;31;31;31;31;31;31;27;27;27;27;27;27;27;27;27;27;28;28;28;28;28;28;28;28;28;28;29;29;29;29;29;29;29;29;29;29;27;27;27;27;27;27;27;27;27;27;25;25;25;25;25;25;25;25;25;25
1;31;31;31;31;31;31;31;31;31;37;37;37;37;37;37;37;37;37;37;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
1.025;34;34;34;34;34;34;34;34;34;41;41;41;41;41;41;41;41;41;41;45;45;45;45;45;45;45;45;45;45;44;44;44;44;44;44;44;44;44;44;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
1.050;35;35;35;35;35;35;35;35;35;41;41;41;41;41;41;41;41;41;41;45;45;45;45;45;45;45;45;45;45;44;44;44;44;44;44;44;44;44;44;46;46;46;46;46;46;46;46;46;46;45;45;45;45;45;45;45;45;45;45
1.075;36;36;36;36;36;36;36;36;36;43;43;43;43;43;43;43;43;43;43;47;47;47;47;47;47;47;47;47;47;45;45;45;45;45;45;45;45;45;45;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
1.100;38;38;38;38;38;38;38;38;38;44;44;44;44;44;44;44;44;44;44;49;49;49;49;49;49;49;49;49;49;46;46;46;46;46;46;46;46;46;46;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
1.125;39;39;39;39;39;39;39;39;39;46;46;46;46;46;46;46;46;46;46;50;50;50;50;50;50;50;50;50;50;47;47;47;47;47;47;47;47;47;47;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
1.150;40;40;40;40;40;40;40;40;40;47;47;47;47;47;47;47;47;47;47;51;51;51;51;51;51;51;51;51;51;48;48;48;48;48;48;48;48;48;48;50;50;50;50;50;50;50;50;50;50;51;51;51;51;51;51;51;51;51;51
1.175;41;41;41;41;41;41;41;41;41;49;49;49;49;49;49;49;49;49;49;52;52;52;52;52;52;52;52;52;52;50;50;50;50;50;50;50;50;50;50;51;51;51;51;51;51;51;51;51;51;52;52;52;52;52;52;52;52;52;52
1.200;42;42;42;42;42;42;42;42;42;49;49;49;49;49;49;49;49;49;49;53;53;53;53;53;53;53;53;53;53;51;51;51;51;51;51;51;51;51;51;52;52;52;52;52;52;52;52;52;52;53;53;53;53;53;53;53;53;53;53
1.225;43;43;43;43;43;43;43;43;43;50;50;50;50;50;50;50;50;50;50;54;54;54;54;54;54;54;54;54;54;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;54;54;54;54;54;54;54;54;54;54
1.250;45;45;45;45;45;45;45;45;45;51;51;51;51;51;51;51;51;51;51;54;54;54;54;54;54;54;54;54;54;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;55;55;55;55;55;55;55;55;55;55
1.275;47;47;47;47;47;47;47;47;47;51;51;51;51;51;51;51;51;51;51;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;54;54;54;54;54;54;54;54;54;54;56;56;56;56;56;56;56;56;56;56
1.300;47;47;47;47;47;47;47;47;47;52;52;52;52;52;52;52;52;52;52;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;57;57;57;57;57;57;57;57;57;57
1.325;47;47;47;47;47;47;47;47;47;53;53;53;53;53;53;53;53;53;53;56;56;56;56;56;56;56;56;56;56;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;57;57;57;57;57;57;57;57;57;57
